instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time,season_name,weather_type,temp_type,wind_type,hum_type
8453,2011-12-23,1,0,12,20,0,5,1,1,13.120000000000001,15.15,61.0,22.0028,3,47,50,night,spring,clear,cold,moderate,optimal
8454,2011-12-23,1,0,12,21,0,5,1,1,13.120000000000001,15.15,61.0,15.001299999999999,0,32,32,night,spring,clear,cold,moderate,optimal
8455,2011-12-23,1,0,12,22,0,5,1,1,13.120000000000001,15.909999999999998,66.0,12.998000000000001,4,43,47,night,spring,clear,cold,moderate,optimal
8456,2011-12-23,1,0,12,23,0,5,1,1,13.120000000000001,16.665,66.0,8.9981,4,21,25,night,spring,clear,cold,weak,optimal
8457,2011-12-24,1,0,12,0,0,6,0,2,13.120000000000001,15.909999999999998,70.0,11.0014,3,20,23,night,spring,mist,cold,weak,optimal
8458,2011-12-24,1,0,12,1,0,6,0,2,13.120000000000001,17.424999999999997,66.0,0.0,1,15,16,night,spring,mist,cold,weak,optimal
8459,2011-12-24,1,0,12,2,0,6,0,2,13.120000000000001,16.665,66.0,6.0032,4,22,26,night,spring,mist,cold,weak,optimal
8460,2011-12-24,1,0,12,3,0,6,0,2,13.120000000000001,16.665,70.0,6.0032,0,5,5,night,spring,mist,cold,weak,optimal
8461,2011-12-24,1,0,12,4,0,6,0,2,13.120000000000001,15.909999999999998,66.0,11.0014,0,3,3,morning,spring,mist,cold,weak,optimal
8462,2011-12-24,1,0,12,5,0,6,0,2,13.120000000000001,15.909999999999998,66.0,11.0014,1,3,4,morning,spring,mist,cold,weak,optimal
8463,2011-12-24,1,0,12,6,0,6,0,2,12.299999999999999,15.15,75.0,11.0014,0,10,10,morning,spring,mist,cold,weak,optimal
8464,2011-12-24,1,0,12,7,0,6,0,1,12.299999999999999,13.635,70.0,23.9994,0,10,10,morning,spring,clear,cold,moderate,optimal
8465,2011-12-24,1,0,12,8,0,6,0,1,11.48,13.635,70.0,12.998000000000001,0,27,27,morning,spring,clear,cold,moderate,optimal
8466,2011-12-24,1,0,12,9,0,6,0,1,12.299999999999999,13.635,45.0,27.999299999999998,3,53,56,morning,spring,clear,cold,moderate,dry
8467,2011-12-24,1,0,12,10,0,6,0,1,12.299999999999999,12.879999999999999,42.0,32.9975,4,52,56,morning,spring,clear,cold,strong,dry
8468,2011-12-24,1,0,12,11,0,6,0,1,13.120000000000001,14.395,39.0,23.9994,9,62,71,noon,spring,clear,cold,moderate,dry
8469,2011-12-24,1,0,12,12,0,6,0,1,13.940000000000001,15.909999999999998,39.0,19.0012,15,79,94,noon,spring,clear,cold,moderate,dry
8470,2011-12-24,1,0,12,13,0,6,0,1,13.940000000000001,15.15,39.0,19.999499999999998,24,97,121,noon,spring,clear,cold,moderate,dry
8471,2011-12-24,1,0,12,14,0,6,0,1,13.940000000000001,15.15,39.0,19.999499999999998,15,70,85,noon,spring,clear,cold,moderate,dry
8472,2011-12-24,1,0,12,15,0,6,0,1,13.120000000000001,15.15,39.0,15.001299999999999,15,82,97,afternoon,spring,clear,cold,moderate,dry
8473,2011-12-24,1,0,12,16,0,6,0,1,13.120000000000001,15.909999999999998,42.0,12.998000000000001,25,74,99,afternoon,spring,clear,cold,moderate,dry
8474,2011-12-24,1,0,12,17,0,6,0,1,11.48,14.395,45.0,8.9981,15,53,68,afternoon,spring,clear,cold,weak,dry
8475,2011-12-24,1,0,12,18,0,6,0,1,12.299999999999999,15.909999999999998,42.0,6.0032,2,33,35,afternoon,spring,clear,cold,weak,dry
8476,2011-12-24,1,0,12,19,0,6,0,1,12.299999999999999,15.909999999999998,52.0,6.0032,1,24,25,night,spring,clear,cold,weak,dry
8477,2011-12-24,1,0,12,20,0,6,0,1,10.66,13.635,56.00000000000001,8.9981,5,19,24,night,spring,clear,cold,weak,dry
8478,2011-12-24,1,0,12,21,0,6,0,1,10.66,12.879999999999999,56.00000000000001,11.0014,4,15,19,night,spring,clear,cold,weak,dry
8479,2011-12-24,1,0,12,22,0,6,0,1,9.84,14.395,52.0,0.0,8,12,20,night,spring,clear,cold,weak,dry
8480,2011-12-24,1,0,12,23,0,6,0,1,9.84,12.879999999999999,56.00000000000001,0.0,1,16,17,night,spring,clear,cold,weak,dry
8481,2011-12-25,1,0,12,0,0,0,0,1,9.84,11.365,60.0,12.998000000000001,2,4,6,night,spring,clear,cold,moderate,dry
8482,2011-12-25,1,0,12,1,0,0,0,1,9.02,11.365,69.0,8.9981,2,2,4,night,spring,clear,cold,weak,optimal
8483,2011-12-25,1,0,12,2,0,0,0,1,9.02,12.879999999999999,75.0,6.0032,0,2,2,night,spring,clear,cold,weak,optimal
8484,2011-12-25,1,0,12,3,0,0,0,1,9.02,13.635,72.0,0.0,1,3,4,night,spring,clear,cold,weak,optimal
8485,2011-12-25,1,0,12,5,0,0,0,1,8.200000000000001,11.365,75.0,7.0015,0,1,1,morning,spring,clear,cold,weak,optimal
8486,2011-12-25,1,0,12,6,0,0,0,1,8.200000000000001,11.365,75.0,7.0015,0,1,1,morning,spring,clear,cold,weak,optimal
8487,2011-12-25,1,0,12,7,0,0,0,1,9.02,12.120000000000001,80.0,7.0015,0,4,4,morning,spring,clear,cold,weak,humid
8488,2011-12-25,1,0,12,8,0,0,0,1,8.200000000000001,10.605,80.0,11.0014,1,4,5,morning,spring,clear,cold,weak,humid
8489,2011-12-25,1,0,12,9,0,0,0,1,9.84,12.120000000000001,87.0,11.0014,3,20,23,morning,spring,clear,cold,weak,humid
8490,2011-12-25,1,0,12,10,0,0,0,1,10.66,12.120000000000001,81.0,16.997899999999998,31,12,43,morning,spring,clear,cold,moderate,humid
8491,2011-12-25,1,0,12,11,0,0,0,1,12.299999999999999,15.15,70.0,11.0014,43,42,85,noon,spring,clear,cold,weak,optimal
8492,2011-12-25,1,0,12,12,0,0,0,1,12.299999999999999,13.635,75.0,19.999499999999998,25,41,66,noon,spring,clear,cold,moderate,optimal
8493,2011-12-25,1,0,12,13,0,0,0,1,13.120000000000001,15.15,70.0,16.997899999999998,40,39,79,noon,spring,clear,cold,moderate,optimal
8494,2011-12-25,1,0,12,14,0,0,0,1,13.940000000000001,15.909999999999998,61.0,16.997899999999998,41,45,86,noon,spring,clear,cold,moderate,optimal
8495,2011-12-25,1,0,12,15,0,0,0,1,13.940000000000001,16.665,61.0,12.998000000000001,43,48,91,afternoon,spring,clear,cold,moderate,optimal
8496,2011-12-25,1,0,12,16,0,0,0,1,14.76,18.18,56.99999999999999,7.0015,35,51,86,afternoon,spring,clear,cold,weak,dry
8497,2011-12-25,1,0,12,17,0,0,0,1,13.940000000000001,16.665,61.0,8.9981,11,33,44,afternoon,spring,clear,cold,weak,optimal
8498,2011-12-25,1,0,12,18,0,0,0,1,13.120000000000001,15.909999999999998,70.0,12.998000000000001,7,23,30,afternoon,spring,clear,cold,moderate,optimal
8499,2011-12-25,1,0,12,19,0,0,0,1,13.120000000000001,16.665,56.99999999999999,8.9981,2,14,16,night,spring,clear,cold,weak,dry
8500,2011-12-25,1,0,12,20,0,0,0,1,13.120000000000001,16.665,49.0,6.0032,8,18,26,night,spring,clear,cold,weak,dry
8501,2011-12-25,1,0,12,21,0,0,0,1,12.299999999999999,15.15,56.00000000000001,8.9981,4,15,19,night,spring,clear,cold,weak,dry
8502,2011-12-25,1,0,12,22,0,0,0,1,11.48,13.635,61.0,11.0014,2,15,17,night,spring,clear,cold,weak,optimal
8503,2011-12-25,1,0,12,23,0,0,0,1,10.66,13.635,65.0,8.9981,2,14,16,night,spring,clear,cold,weak,optimal
8504,2011-12-26,1,0,12,0,1,1,0,1,9.02,11.365,75.0,11.0014,5,6,11,night,spring,clear,cold,weak,optimal
8505,2011-12-26,1,0,12,1,1,1,0,1,11.48,13.635,56.00000000000001,12.998000000000001,3,7,10,night,spring,clear,cold,moderate,dry
8506,2011-12-26,1,0,12,2,1,1,0,1,13.940000000000001,15.909999999999998,46.0,15.001299999999999,2,5,7,night,spring,clear,cold,moderate,dry
8507,2011-12-26,1,0,12,4,1,1,0,1,13.940000000000001,15.15,46.0,19.999499999999998,0,2,2,morning,spring,clear,cold,moderate,dry
8508,2011-12-26,1,0,12,5,1,1,0,1,13.940000000000001,15.15,42.0,26.0027,0,4,4,morning,spring,clear,cold,moderate,dry
8509,2011-12-26,1,0,12,6,1,1,0,1,13.120000000000001,15.15,45.0,19.0012,0,4,4,morning,spring,clear,cold,moderate,dry
8510,2011-12-26,1,0,12,7,1,1,0,1,13.120000000000001,15.909999999999998,45.0,12.998000000000001,2,17,19,morning,spring,clear,cold,moderate,dry
8511,2011-12-26,1,0,12,8,1,1,0,1,13.120000000000001,16.665,45.0,8.9981,5,13,18,morning,spring,clear,cold,weak,dry
8512,2011-12-26,1,0,12,9,1,1,0,1,13.940000000000001,15.15,46.0,19.999499999999998,24,38,62,morning,spring,clear,cold,moderate,dry
8513,2011-12-26,1,0,12,10,1,1,0,1,13.940000000000001,14.395,42.0,35.0008,31,39,70,morning,spring,clear,cold,strong,dry
8514,2011-12-26,1,0,12,11,1,1,0,1,13.940000000000001,14.395,46.0,39.000699999999995,40,51,91,noon,spring,clear,cold,strong,dry
8515,2011-12-26,1,0,12,12,1,1,0,1,14.76,15.909999999999998,43.0,31.0009,34,66,100,noon,spring,clear,cold,strong,dry
8516,2011-12-26,1,0,12,13,1,1,0,1,15.58,19.695,40.0,19.999499999999998,57,83,140,noon,spring,clear,cold,moderate,dry
8517,2011-12-26,1,0,12,14,1,1,0,1,15.58,19.695,40.0,22.0028,73,80,153,noon,spring,clear,cold,moderate,dry
8518,2011-12-26,1,0,12,15,1,1,0,1,15.58,19.695,40.0,16.997899999999998,26,105,131,afternoon,spring,clear,cold,moderate,dry
8519,2011-12-26,1,0,12,16,1,1,0,1,14.76,16.665,43.0,19.0012,28,69,97,afternoon,spring,clear,cold,moderate,dry
8520,2011-12-26,1,0,12,17,1,1,0,1,13.940000000000001,15.909999999999998,46.0,15.001299999999999,30,67,97,afternoon,spring,clear,cold,moderate,dry
8521,2011-12-26,1,0,12,18,1,1,0,1,13.120000000000001,16.665,49.0,6.0032,21,54,75,afternoon,spring,clear,cold,weak,dry
8522,2011-12-26,1,0,12,19,1,1,0,1,12.299999999999999,15.909999999999998,65.0,6.0032,16,49,65,night,spring,clear,cold,weak,optimal
8523,2011-12-26,1,0,12,20,1,1,0,1,12.299999999999999,15.909999999999998,56.00000000000001,6.0032,14,42,56,night,spring,clear,cold,weak,dry
8524,2011-12-26,1,0,12,21,1,1,0,1,10.66,15.15,70.0,0.0,10,39,49,night,spring,clear,cold,weak,optimal
8525,2011-12-26,1,0,12,22,1,1,0,1,10.66,15.15,70.0,0.0,5,22,27,night,spring,clear,cold,weak,optimal
8526,2011-12-26,1,0,12,23,1,1,0,1,10.66,13.635,70.0,7.0015,4,25,29,night,spring,clear,cold,weak,optimal
8527,2011-12-27,1,0,12,0,0,2,1,1,10.66,12.879999999999999,70.0,11.0014,3,9,12,night,spring,clear,cold,weak,optimal
8528,2011-12-27,1,0,12,1,0,2,1,1,10.66,13.635,70.0,8.9981,0,6,6,night,spring,clear,cold,weak,optimal
8529,2011-12-27,1,0,12,2,0,2,1,1,10.66,13.635,70.0,8.9981,2,2,4,night,spring,clear,cold,weak,optimal
8530,2011-12-27,1,0,12,3,0,2,1,2,12.299999999999999,14.395,61.0,15.001299999999999,0,3,3,night,spring,mist,cold,moderate,optimal
8531,2011-12-27,1,0,12,4,0,2,1,2,12.299999999999999,14.395,65.0,15.001299999999999,0,3,3,morning,spring,mist,cold,moderate,optimal
8532,2011-12-27,1,0,12,5,0,2,1,2,12.299999999999999,13.635,64.0,19.0012,0,8,8,morning,spring,mist,cold,moderate,optimal
8533,2011-12-27,1,0,12,6,0,2,1,2,12.299999999999999,13.635,61.0,19.999499999999998,0,35,35,morning,spring,mist,cold,moderate,optimal
8534,2011-12-27,1,0,12,7,0,2,1,2,12.299999999999999,14.395,65.0,19.0012,1,79,80,morning,spring,mist,cold,moderate,optimal
8535,2011-12-27,1,0,12,8,0,2,1,2,12.299999999999999,15.15,65.0,11.0014,9,155,164,morning,spring,mist,cold,weak,optimal
8536,2011-12-27,1,0,12,9,0,2,1,3,13.120000000000001,16.665,66.0,7.0015,19,85,104,morning,spring,light rain/snow,cold,weak,optimal
8537,2011-12-27,1,0,12,10,0,2,1,2,13.120000000000001,16.665,66.0,6.0032,13,47,60,morning,spring,mist,cold,weak,optimal
8538,2011-12-27,1,0,12,11,0,2,1,3,13.120000000000001,16.665,66.0,7.0015,6,24,30,noon,spring,light rain/snow,cold,weak,optimal
8539,2011-12-27,1,0,12,12,0,2,1,3,12.299999999999999,15.909999999999998,81.0,6.0032,8,16,24,noon,spring,light rain/snow,cold,weak,humid
8540,2011-12-27,1,0,12,13,0,2,1,3,12.299999999999999,15.15,87.0,8.9981,1,19,20,noon,spring,light rain/snow,cold,weak,humid
8541,2011-12-27,1,0,12,14,0,2,1,3,17.22,21.21,82.0,26.0027,0,14,14,noon,spring,light rain/snow,cold,moderate,humid
8542,2011-12-27,1,0,12,15,0,2,1,3,17.22,21.21,82.0,26.0027,2,17,19,afternoon,spring,light rain/snow,cold,moderate,humid
8543,2011-12-27,1,0,12,16,0,2,1,3,18.04,21.97,88.0,22.0028,2,44,46,afternoon,spring,light rain/snow,cold,moderate,humid
8544,2011-12-27,1,0,12,17,0,2,1,3,16.400000000000002,20.455000000000002,87.0,8.9981,6,109,115,afternoon,spring,light rain/snow,cold,weak,humid
8545,2011-12-27,1,0,12,18,0,2,1,1,15.58,19.695,87.0,19.0012,9,126,135,afternoon,spring,clear,cold,moderate,humid
8546,2011-12-27,1,0,12,19,0,2,1,1,13.940000000000001,16.665,87.0,11.0014,3,87,90,night,spring,clear,cold,weak,humid
8547,2011-12-27,1,0,12,20,0,2,1,1,13.120000000000001,16.665,93.0,6.0032,3,66,69,night,spring,clear,cold,weak,very humid
8548,2011-12-27,1,0,12,21,0,2,1,1,13.120000000000001,16.665,87.0,6.0032,11,52,63,night,spring,clear,cold,weak,humid
8549,2011-12-27,1,0,12,22,0,2,1,1,13.120000000000001,16.665,87.0,6.0032,3,29,32,night,spring,clear,cold,weak,humid
8550,2011-12-27,1,0,12,23,0,2,1,1,12.299999999999999,15.15,93.0,8.9981,2,24,26,night,spring,clear,cold,weak,very humid
8551,2011-12-28,1,0,12,0,0,3,1,1,13.120000000000001,15.909999999999998,87.0,11.0014,0,10,10,night,spring,clear,cold,weak,humid
8552,2011-12-28,1,0,12,1,0,3,1,1,13.120000000000001,15.909999999999998,76.0,11.0014,0,12,12,night,spring,clear,cold,weak,humid
8553,2011-12-28,1,0,12,2,0,3,1,1,13.120000000000001,15.15,61.0,16.997899999999998,0,7,7,night,spring,clear,cold,moderate,optimal
8554,2011-12-28,1,0,12,3,0,3,1,1,13.120000000000001,15.15,61.0,16.997899999999998,0,4,4,night,spring,clear,cold,moderate,optimal
8555,2011-12-28,1,0,12,5,0,3,1,1,13.120000000000001,14.395,56.99999999999999,23.9994,0,9,9,morning,spring,clear,cold,moderate,dry
8556,2011-12-28,1,0,12,6,0,3,1,1,13.120000000000001,15.15,56.99999999999999,16.997899999999998,1,42,43,morning,spring,clear,cold,moderate,dry
8557,2011-12-28,1,0,12,7,0,3,1,1,13.120000000000001,15.15,56.99999999999999,16.997899999999998,4,106,110,morning,spring,clear,cold,moderate,dry
8558,2011-12-28,1,0,12,8,0,3,1,1,13.120000000000001,14.395,56.99999999999999,23.9994,11,206,217,morning,spring,clear,cold,moderate,dry
8559,2011-12-28,1,0,12,9,0,3,1,1,13.120000000000001,15.15,56.99999999999999,22.0028,18,171,189,morning,spring,clear,cold,moderate,dry
8560,2011-12-28,1,0,12,10,0,3,1,1,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,12,84,96,morning,spring,clear,cold,moderate,dry
8561,2011-12-28,1,0,12,11,0,3,1,1,14.76,16.665,46.0,23.9994,18,93,111,noon,spring,clear,cold,moderate,dry
8562,2011-12-28,1,0,12,12,0,3,1,1,13.940000000000001,14.395,46.0,36.9974,32,108,140,noon,spring,clear,cold,strong,dry
8563,2011-12-28,1,0,12,13,0,3,1,1,13.940000000000001,14.395,39.0,31.0009,24,135,159,noon,spring,clear,cold,strong,dry
8564,2011-12-28,1,0,12,14,0,3,1,1,13.120000000000001,14.395,39.0,26.0027,24,96,120,noon,spring,clear,cold,moderate,dry
8565,2011-12-28,1,0,12,15,0,3,1,1,13.120000000000001,14.395,36.0,27.999299999999998,16,101,117,afternoon,spring,clear,cold,moderate,dry
8566,2011-12-28,1,0,12,16,0,3,1,1,12.299999999999999,13.635,36.0,27.999299999999998,23,144,167,afternoon,spring,clear,cold,moderate,dry
8567,2011-12-28,1,0,12,17,0,3,1,1,11.48,13.635,38.0,16.997899999999998,25,225,250,afternoon,spring,clear,cold,moderate,dry
8568,2011-12-28,1,0,12,18,0,3,1,1,10.66,11.365,38.0,22.0028,10,159,169,afternoon,spring,clear,cold,moderate,dry
8569,2011-12-28,1,0,12,19,0,3,1,1,9.84,11.365,41.0,16.997899999999998,16,135,151,night,spring,clear,cold,moderate,dry
8570,2011-12-28,1,0,12,20,0,3,1,1,9.84,11.365,41.0,15.001299999999999,9,70,79,night,spring,clear,cold,moderate,dry
8571,2011-12-28,1,0,12,21,0,3,1,1,9.02,11.365,44.0,8.9981,7,63,70,night,spring,clear,cold,weak,dry
8572,2011-12-28,1,0,12,22,0,3,1,1,9.02,12.120000000000001,44.0,7.0015,2,31,33,night,spring,clear,cold,weak,dry
8573,2011-12-28,1,0,12,23,0,3,1,1,9.02,10.605,44.0,16.997899999999998,3,36,39,night,spring,clear,cold,moderate,dry
8574,2011-12-29,1,0,12,0,0,4,1,2,9.02,11.365,47.0,12.998000000000001,4,24,28,night,spring,mist,cold,moderate,dry
8575,2011-12-29,1,0,12,1,0,4,1,1,9.02,10.605,47.0,15.001299999999999,0,15,15,night,spring,clear,cold,moderate,dry
8576,2011-12-29,1,0,12,2,0,4,1,1,8.200000000000001,11.365,51.0,7.0015,0,3,3,night,spring,clear,cold,weak,dry
8577,2011-12-29,1,0,12,3,0,4,1,1,8.200000000000001,9.85,55.00000000000001,12.998000000000001,0,2,2,night,spring,clear,cold,moderate,dry
8578,2011-12-29,1,0,12,4,0,4,1,1,8.200000000000001,10.605,55.00000000000001,11.0014,1,2,3,morning,spring,clear,cold,weak,dry
8579,2011-12-29,1,0,12,5,0,4,1,1,8.200000000000001,11.365,55.00000000000001,7.0015,0,10,10,morning,spring,clear,cold,weak,dry
8580,2011-12-29,1,0,12,6,0,4,1,1,8.200000000000001,12.879999999999999,59.0,0.0,2,39,41,morning,spring,clear,cold,weak,dry
8581,2011-12-29,1,0,12,7,0,4,1,1,7.38,10.605,64.0,6.0032,2,104,106,morning,spring,clear,cold,weak,optimal
8582,2011-12-29,1,0,12,8,0,4,1,2,8.200000000000001,12.879999999999999,64.0,0.0,3,207,210,morning,spring,mist,cold,weak,optimal
8583,2011-12-29,1,0,12,9,0,4,1,2,8.200000000000001,10.605,64.0,8.9981,15,155,170,morning,spring,mist,cold,weak,optimal
8584,2011-12-29,1,0,12,10,0,4,1,2,9.02,11.365,64.0,11.0014,13,97,110,morning,spring,mist,cold,weak,optimal
8585,2011-12-29,1,0,12,11,0,4,1,2,9.84,12.879999999999999,60.0,6.0032,23,99,122,noon,spring,mist,cold,weak,dry
8586,2011-12-29,1,0,12,12,0,4,1,2,10.66,13.635,56.00000000000001,7.0015,12,118,130,noon,spring,mist,cold,weak,dry
8587,2011-12-29,1,0,12,13,0,4,1,2,11.48,14.395,52.0,7.0015,36,95,131,noon,spring,mist,cold,weak,dry
8588,2011-12-29,1,0,12,14,0,4,1,2,12.299999999999999,16.665,52.0,0.0,30,112,142,noon,spring,mist,cold,weak,dry
8589,2011-12-29,1,0,12,15,0,4,1,2,12.299999999999999,15.909999999999998,52.0,6.0032,27,150,177,afternoon,spring,mist,cold,weak,dry
8590,2011-12-29,1,0,12,16,0,4,1,1,12.299999999999999,15.15,52.0,11.0014,22,155,177,afternoon,spring,clear,cold,weak,dry
8591,2011-12-29,1,0,12,17,0,4,1,1,12.299999999999999,15.15,61.0,11.0014,14,226,240,afternoon,spring,clear,cold,weak,optimal
8592,2011-12-29,1,0,12,18,0,4,1,1,12.299999999999999,15.15,56.00000000000001,8.9981,15,192,207,afternoon,spring,clear,cold,weak,dry
8593,2011-12-29,1,0,12,19,0,4,1,1,12.299999999999999,15.909999999999998,56.00000000000001,7.0015,11,124,135,night,spring,clear,cold,weak,dry
8594,2011-12-29,1,0,12,20,0,4,1,1,11.48,14.395,65.0,7.0015,8,88,96,night,spring,clear,cold,weak,optimal
8595,2011-12-29,1,0,12,21,0,4,1,2,11.48,14.395,61.0,8.9981,8,60,68,night,spring,mist,cold,weak,optimal
8596,2011-12-29,1,0,12,22,0,4,1,1,11.48,14.395,65.0,8.9981,7,48,55,night,spring,clear,cold,weak,optimal
8597,2011-12-29,1,0,12,23,0,4,1,1,12.299999999999999,15.15,65.0,11.0014,1,44,45,night,spring,clear,cold,weak,optimal
8598,2011-12-30,1,0,12,0,0,5,1,1,11.48,14.395,70.0,8.9981,4,26,30,night,spring,clear,cold,weak,optimal
8599,2011-12-30,1,0,12,1,0,5,1,1,10.66,14.395,65.0,6.0032,9,11,20,night,spring,clear,cold,weak,optimal
8600,2011-12-30,1,0,12,2,0,5,1,1,9.84,12.879999999999999,70.0,7.0015,2,10,12,night,spring,clear,cold,weak,optimal
8601,2011-12-30,1,0,12,3,0,5,1,1,9.84,12.879999999999999,70.0,7.0015,0,6,6,night,spring,clear,cold,weak,optimal
8602,2011-12-30,1,0,12,4,0,5,1,1,9.84,12.879999999999999,70.0,6.0032,0,2,2,morning,spring,clear,cold,weak,optimal
8603,2011-12-30,1,0,12,5,0,5,1,1,9.02,12.879999999999999,75.0,6.0032,0,10,10,morning,spring,clear,cold,weak,optimal
8604,2011-12-30,1,0,12,6,0,5,1,1,9.84,12.879999999999999,70.0,6.0032,1,31,32,morning,spring,clear,cold,weak,optimal
8605,2011-12-30,1,0,12,7,0,5,1,1,9.84,12.879999999999999,75.0,6.0032,3,92,95,morning,spring,clear,cold,weak,optimal
8606,2011-12-30,1,0,12,8,0,5,1,2,9.84,12.879999999999999,75.0,6.0032,12,193,205,morning,spring,mist,cold,weak,optimal
8607,2011-12-30,1,0,12,9,0,5,1,1,10.66,15.15,75.0,0.0,19,175,194,morning,spring,clear,cold,weak,optimal
8608,2011-12-30,1,0,12,10,0,5,1,1,12.299999999999999,14.395,65.0,16.997899999999998,10,108,118,morning,spring,clear,cold,moderate,optimal
8609,2011-12-30,1,0,12,11,0,5,1,1,13.120000000000001,15.909999999999998,66.0,12.998000000000001,45,126,171,noon,spring,clear,cold,moderate,optimal
8610,2011-12-30,1,0,12,12,0,5,1,1,13.120000000000001,16.665,56.99999999999999,8.9981,38,159,197,noon,spring,clear,cold,weak,dry
8611,2011-12-30,1,0,12,13,0,5,1,2,14.76,17.424999999999997,53.0,8.9981,53,154,207,noon,spring,mist,cold,weak,dry
8612,2011-12-30,1,0,12,14,0,5,1,2,16.400000000000002,20.455000000000002,47.0,6.0032,67,178,245,noon,spring,mist,cold,weak,dry
8613,2011-12-30,1,0,12,15,0,5,1,1,17.22,21.21,44.0,0.0,56,236,292,afternoon,spring,clear,cold,weak,dry
8614,2011-12-30,1,0,12,16,0,5,1,1,17.22,21.21,47.0,12.998000000000001,36,247,283,afternoon,spring,clear,cold,moderate,dry
8615,2011-12-30,1,0,12,17,0,5,1,1,15.58,19.695,54.0,11.0014,54,188,242,afternoon,spring,clear,cold,weak,dry
8616,2011-12-30,1,0,12,18,0,5,1,1,14.76,17.424999999999997,62.0,8.9981,19,163,182,afternoon,spring,clear,cold,weak,optimal
8617,2011-12-30,1,0,12,19,0,5,1,2,13.940000000000001,15.15,49.0,27.999299999999998,16,96,112,night,spring,mist,cold,moderate,dry
8618,2011-12-30,1,0,12,20,0,5,1,2,13.940000000000001,17.424999999999997,66.0,7.0015,16,75,91,night,spring,mist,cold,weak,optimal
8619,2011-12-30,1,0,12,21,0,5,1,2,14.76,18.18,66.0,7.0015,11,84,95,night,spring,mist,cold,weak,optimal
8620,2011-12-30,1,0,12,22,0,5,1,2,13.940000000000001,16.665,71.0,11.0014,7,78,85,night,spring,mist,cold,weak,optimal
8621,2011-12-30,1,0,12,23,0,5,1,2,14.76,16.665,66.0,16.997899999999998,13,60,73,night,spring,mist,cold,moderate,optimal
8622,2011-12-31,1,0,12,0,0,6,0,2,15.58,19.695,62.0,22.0028,7,37,44,night,spring,mist,cold,moderate,optimal
8623,2011-12-31,1,0,12,1,0,6,0,2,16.400000000000002,20.455000000000002,62.0,19.0012,4,31,35,night,spring,mist,cold,moderate,optimal
8624,2011-12-31,1,0,12,2,0,6,0,2,16.400000000000002,20.455000000000002,62.0,19.0012,1,27,28,night,spring,mist,cold,moderate,optimal
8625,2011-12-31,1,0,12,3,0,6,0,2,16.400000000000002,20.455000000000002,62.0,19.0012,1,17,18,night,spring,mist,cold,moderate,optimal
8626,2011-12-31,1,0,12,4,0,6,0,1,15.58,19.695,71.0,15.001299999999999,1,9,10,morning,spring,clear,cold,moderate,optimal
8627,2011-12-31,1,0,12,5,0,6,0,2,14.76,17.424999999999997,76.0,15.001299999999999,1,0,1,morning,spring,mist,cold,moderate,humid
8628,2011-12-31,1,0,12,6,0,6,0,2,16.400000000000002,20.455000000000002,71.0,6.0032,1,5,6,morning,spring,mist,cold,weak,optimal
8629,2011-12-31,1,0,12,7,0,6,0,3,15.58,19.695,76.0,0.0,6,13,19,morning,spring,light rain/snow,cold,weak,humid
8630,2011-12-31,1,0,12,8,0,6,0,1,13.940000000000001,16.665,81.0,8.9981,7,42,49,morning,spring,clear,cold,weak,humid
8631,2011-12-31,1,0,12,9,0,6,0,1,15.58,19.695,76.0,0.0,18,72,90,morning,spring,clear,cold,weak,humid
8632,2011-12-31,1,0,12,10,0,6,0,1,16.400000000000002,20.455000000000002,76.0,11.0014,20,108,128,morning,spring,clear,cold,weak,humid
8633,2011-12-31,1,0,12,11,0,6,0,1,17.22,21.21,71.0,11.0014,65,152,217,noon,spring,clear,cold,weak,optimal
8634,2011-12-31,1,0,12,12,0,6,0,1,21.32,25.0,39.0,19.999499999999998,93,180,273,noon,spring,clear,cool,moderate,dry
8635,2011-12-31,1,0,12,13,0,6,0,1,20.5,24.240000000000002,42.0,32.9975,108,205,313,noon,spring,clear,cool,strong,dry
8636,2011-12-31,1,0,12,14,0,6,0,1,18.86,22.725,51.0,22.0028,115,185,300,noon,spring,clear,cold,moderate,dry
8637,2011-12-31,1,0,12,15,0,6,0,1,18.86,22.725,47.0,32.9975,89,164,253,afternoon,spring,clear,cold,strong,dry
8638,2011-12-31,1,0,12,16,0,6,0,1,18.04,21.97,51.0,26.0027,52,143,195,afternoon,spring,clear,cold,moderate,dry
8639,2011-12-31,1,0,12,17,0,6,0,1,17.22,21.21,54.0,12.998000000000001,28,101,129,afternoon,spring,clear,cold,moderate,dry
8640,2011-12-31,1,0,12,18,0,6,0,1,17.22,21.21,54.0,8.9981,13,80,93,afternoon,spring,clear,cold,weak,dry
8641,2011-12-31,1,0,12,19,0,6,0,1,17.22,21.21,54.0,15.001299999999999,19,73,92,night,spring,clear,cold,moderate,dry
8642,2011-12-31,1,0,12,20,0,6,0,1,17.22,21.21,54.0,15.001299999999999,8,63,71,night,spring,clear,cold,moderate,dry
8643,2011-12-31,1,0,12,21,0,6,0,1,16.400000000000002,20.455000000000002,57.99999999999999,12.998000000000001,2,50,52,night,spring,clear,cold,moderate,dry
